,ttwa,laua,value
0,E30000004,E08000018,0.08737767126023567
1,E30000004,E08000016,0.8252446574795287
2,E30000004,E08000018,0.08737767126023567
3,E30000018,E08000034,0.03349420849420849
4,E30000018,E08000034,0.03349420849420849
5,E30000018,E08000032,0.4497586872586873
6,E30000018,E08000034,0.03349420849420849
7,E30000018,E08000032,0.4497586872586873
8,E30000029,E08000033,1.0
9,E30000039,E07000163,1.0
10,E30000046,E07000052,0.1901443096097081
11,E30000046,E07000052,0.1901443096097081
12,E30000046,E07000052,0.1901443096097081
13,E30000046,E07000053,0.1849786815349295
14,E30000046,E07000051,0.027222040013119054
15,E30000046,E07000052,0.1901443096097081
16,E30000046,E07000051,0.027222040013119054
17,E30000051,E06000052,0.1111111111111111
18,E30000051,E06000052,0.1111111111111111
19,E30000051,E06000052,0.1111111111111111
20,E30000051,E06000052,0.1111111111111111
21,E30000051,E06000052,0.1111111111111111
22,E30000051,E06000052,0.1111111111111111
23,E30000051,E06000052,0.1111111111111111
24,E30000051,E06000052,0.1111111111111111
25,E30000051,E06000052,0.1111111111111111
26,E30000054,E07000141,0.5
27,E30000054,E07000141,0.5
28,E30000061,E07000064,0.3355307155823063
29,E30000061,E07000065,0.00993598929970383
30,E30000061,E07000062,0.28919461163657206
31,E30000061,E07000065,0.00993598929970383
32,E30000061,E07000064,0.3355307155823063
33,E30000061,E07000065,0.00993598929970383
34,E30000061,E07000065,0.00993598929970383
35,E30000064,E07000030,0.014018691588785047
36,E30000064,E06000057,0.23948598130841123
37,E30000064,E07000030,0.014018691588785047
38,E30000064,E07000030,0.014018691588785047
39,E30000064,E06000057,0.23948598130841123
40,E30000064,E06000057,0.23948598130841123
41,E30000064,E06000057,0.23948598130841123
42,E30000070,E06000046,1.0
43,E30000076,E07000121,1.0
44,E30000093,E06000002,0.3105247897941432
45,E30000093,E06000003,0.2880255146419252
46,E30000093,E06000004,0.40144969556393156
47,E30000095,E07000191,0.3333333333333333
48,E30000095,E07000191,0.3333333333333333
49,E30000095,E07000191,0.3333333333333333
50,E30000106,E07000030,0.3333333333333333
51,E30000106,E07000030,0.3333333333333333
52,E30000106,E07000030,0.3333333333333333
53,E30000108,E07000010,0.04507960867063111
54,E30000108,E07000152,0.06263188183387684
55,E30000108,E07000011,0.04047573374256666
56,E30000108,E07000010,0.04507960867063111
57,E30000108,E07000010,0.04507960867063111
58,E30000108,E07000152,0.06263188183387684
59,E30000108,E07000141,0.22415116056013812
60,E30000108,E06000017,0.14761173988106657
61,E30000108,E07000141,0.22415116056013812
62,E30000108,E07000152,0.06263188183387684
63,E30000108,E07000011,0.04047573374256666
64,E30000110,E06000029,0.2746495464719048
65,E30000110,E07000051,0.09883378489810343
66,E30000110,E07000049,0.08434444575332783
67,E30000110,E07000051,0.09883378489810343
68,E30000110,E06000029,0.2746495464719048
69,E30000110,E07000049,0.08434444575332783
70,E30000110,E07000049,0.08434444575332783
71,E30000124,E07000140,1.0
72,E30000135,E07000143,0.28975791433891995
73,E30000135,E07000146,0.03302296710117939
74,E30000135,E07000143,0.28975791433891995
75,E30000135,E07000146,0.03302296710117939
76,E30000135,E07000204,0.010552451893234015
77,E30000135,E07000204,0.010552451893234015
78,E30000135,E07000204,0.010552451893234015
79,E30000135,E07000146,0.03302296710117939
80,E30000135,E07000143,0.28975791433891995
81,E30000147,E07000168,0.5
82,E30000147,E07000168,0.5
83,E30000159,E07000084,0.04311905839746492
84,E30000159,E07000093,0.3438207333635129
85,E30000159,E06000054,0.026143051154368494
86,E30000159,E06000054,0.026143051154368494
87,E30000159,E07000084,0.04311905839746492
88,E30000159,E06000054,0.026143051154368494
89,E30000159,E06000054,0.026143051154368494
90,E30000159,E07000084,0.04311905839746492
91,E30000159,E07000093,0.3438207333635129
92,E30000159,E06000054,0.026143051154368494
93,E30000159,E06000054,0.026143051154368494
94,E30000159,E06000054,0.026143051154368494
95,E30000160,E07000105,1.0
96,E30000161,E07000155,0.0936158231857535
97,E30000161,E07000221,0.01851200112620539
98,E30000161,E07000221,0.01851200112620539
99,E30000161,E07000151,0.02041247272471317
100,E30000161,E07000151,0.02041247272471317
101,E30000161,E07000177,0.3011895544449919
102,E30000161,E07000177,0.3011895544449919
103,E30000161,E07000155,0.0936158231857535
104,E30000161,E07000151,0.02041247272471317
105,E30000161,E07000221,0.01851200112620539
106,E30000161,E07000155,0.0936158231857535
107,E30000162,E07000043,1.0
108,E30000163,E07000031,0.27277747101049143
109,E30000163,E07000027,0.45444505797901713
110,E30000163,E07000031,0.27277747101049143
111,E30000164,E07000084,0.1748938564632462
112,E30000164,E07000085,0.03273824748068955
113,E30000164,E07000084,0.1748938564632462
114,E30000164,E06000037,0.003938820400020461
115,E30000164,E07000085,0.03273824748068955
116,E30000164,E07000085,0.03273824748068955
117,E30000164,E07000085,0.03273824748068955
118,E30000164,E07000084,0.1748938564632462
119,E30000164,E07000089,0.11084965982914727
120,E30000164,E06000037,0.003938820400020461
121,E30000164,E07000089,0.11084965982914727
122,E30000164,E06000037,0.003938820400020461
123,E30000164,E07000089,0.11084965982914727
124,E30000165,E07000187,0.027807147388454218
125,E30000165,E06000054,0.01659970395432438
126,E30000165,E06000025,0.004757876929583422
127,E30000165,E06000054,0.01659970395432438
128,E30000165,E06000022,0.39543243814759993
129,E30000165,E06000025,0.004757876929583422
130,E30000165,E06000054,0.01659970395432438
131,E30000165,E07000187,0.027807147388454218
132,E30000165,E06000054,0.01659970395432438
133,E30000165,E06000054,0.01659970395432438
134,E30000165,E06000054,0.01659970395432438
135,E30000165,E07000187,0.027807147388454218
136,E30000165,E06000022,0.39543243814759993
137,E30000165,E06000054,0.01659970395432438
138,E30000166,E06000056,0.10734184040258807
139,E30000166,E06000055,0.28531631919482386
140,E30000166,E06000056,0.10734184040258807
141,E30000166,E06000056,0.10734184040258807
142,E30000166,E06000055,0.28531631919482386
143,E30000166,E06000056,0.10734184040258807
144,E30000167,E07000046,0.3333333333333333
145,E30000167,E07000046,0.3333333333333333
146,E30000167,E07000046,0.3333333333333333
147,E30000168,E08000015,0.7578236260726675
148,E30000168,E06000050,0.06054409348183312
149,E30000168,E06000050,0.06054409348183312
150,E30000168,E06000050,0.06054409348183312
151,E30000168,E06000050,0.06054409348183312
152,E30000169,E07000236,0.03906198861032925
153,E30000169,E08000030,0.012306081036852785
154,E30000169,E08000029,0.09663219218432939
155,E30000169,E08000028,0.04066570661779145
156,E30000169,E07000238,0.0022419323165542974
157,E30000169,E07000218,0.021993846959481575
158,E30000169,E07000238,0.0022419323165542974
159,E30000169,E07000221,0.00795313215945539
160,E30000169,E07000238,0.0022419323165542974
161,E30000169,E07000199,0.03326896642010866
162,E30000169,E07000221,0.00795313215945539
163,E30000169,E07000238,0.0022419323165542974
164,E30000169,E07000218,0.021993846959481575
165,E30000169,E08000028,0.04066570661779145
166,E30000169,E08000030,0.012306081036852785
167,E30000169,E07000238,0.0022419323165542974
168,E30000169,E08000029,0.09663219218432939
169,E30000169,E08000025,0.5494043333115141
170,E30000169,E07000221,0.00795313215945539
171,E30000170,E07000120,0.1191569086651054
172,E30000170,E07000125,0.13049180327868853
173,E30000170,E07000124,0.09405152224824356
174,E30000170,E06000008,0.21587822014051522
175,E30000170,E07000125,0.13049180327868853
176,E30000170,E06000008,0.21587822014051522
177,E30000170,E07000124,0.09405152224824356
178,E30000171,E07000128,0.18513044595810307
179,E30000171,E07000119,0.15743477702094846
180,E30000171,E07000119,0.15743477702094846
181,E30000171,E07000128,0.18513044595810307
182,E30000171,E06000009,0.3148695540418969
183,E30000172,E07000050,0.539796633941094
184,E30000172,E06000054,0.06574333800841514
185,E30000172,E06000054,0.06574333800841514
186,E30000172,E06000054,0.06574333800841514
187,E30000172,E06000054,0.06574333800841514
188,E30000172,E06000054,0.06574333800841514
189,E30000172,E06000054,0.06574333800841514
190,E30000172,E06000054,0.06574333800841514
191,E30000173,E06000057,0.25
192,E30000173,E06000057,0.25
193,E30000173,E06000057,0.25
194,E30000173,E06000057,0.25
195,E30000174,E07000136,1.0
196,E30000175,E07000091,0.09359343826202615
197,E30000175,E07000049,0.09510086455331412
198,E30000175,E07000048,0.08366215916648194
199,E30000175,E06000029,0.016714697406340056
200,E30000175,E07000049,0.09510086455331412
201,E30000175,E07000091,0.09359343826202615
202,E30000175,E07000091,0.09359343826202615
203,E30000175,E07000049,0.09510086455331412
204,E30000175,E06000029,0.016714697406340056
205,E30000175,E06000028,0.31682553757481713
206,E30000176,E07000188,0.32514026182206784
207,E30000176,E07000188,0.32514026182206784
208,E30000176,E07000191,0.008193071511265474
209,E30000176,E07000191,0.008193071511265474
210,E30000176,E07000188,0.32514026182206784
211,E30000176,E07000191,0.008193071511265474
212,E30000177,E06000011,0.3333333333333333
213,E30000177,E06000011,0.3333333333333333
214,E30000177,E06000011,0.3333333333333333
215,E30000178,E07000052,0.25
216,E30000178,E07000052,0.25
217,E30000178,E07000052,0.25
218,E30000178,E07000052,0.25
219,E30000179,E07000063,0.11221416620189627
220,E30000179,E07000223,0.035861684327942
221,E30000179,E07000228,0.013496932515337423
222,E30000179,E06000043,0.5646402677077523
223,E30000179,E07000228,0.013496932515337423
224,E30000179,E07000063,0.11221416620189627
225,E30000179,E07000063,0.11221416620189627
226,E30000179,E07000223,0.035861684327942
227,E30000180,E06000022,0.03450275951769958
228,E30000180,E07000082,0.022937392343656625
229,E30000180,E06000023,0.29781699300453474
230,E30000180,E06000025,0.22503251660983584
231,E30000180,E06000022,0.03450275951769958
232,E30000180,E06000024,0.06861883502654058
233,E30000180,E06000025,0.22503251660983584
234,E30000180,E07000082,0.022937392343656625
235,E30000180,E06000024,0.06861883502654058
236,E30000181,E06000052,0.08412176059234883
237,E30000181,E06000052,0.08412176059234883
238,E30000181,E07000047,0.00997531879884821
239,E30000181,E06000052,0.08412176059234883
240,E30000181,E07000046,0.0676676264911559
241,E30000181,E07000047,0.00997531879884821
242,E30000181,E07000046,0.0676676264911559
243,E30000181,E06000052,0.08412176059234883
244,E30000181,E06000052,0.08412176059234883
245,E30000181,E06000052,0.08412176059234883
246,E30000181,E06000052,0.08412176059234883
247,E30000181,E06000052,0.08412176059234883
248,E30000181,E07000047,0.00997531879884821
249,E30000181,E07000046,0.0676676264911559
250,E30000181,E07000047,0.00997531879884821
251,E30000181,E06000052,0.08412176059234883
252,E30000182,E07000122,0.5531320654342333
253,E30000182,E07000117,0.44686793456576673
254,E30000183,E07000132,0.004378233922783874
255,E30000183,E07000035,0.0036959117529993747
256,E30000183,E07000039,0.10610109740148974
257,E30000183,E07000193,0.15926536646386535
258,E30000183,E07000035,0.0036959117529993747
259,E30000183,E07000039,0.10610109740148974
260,E30000183,E07000134,0.069596861318019
261,E30000183,E07000134,0.069596861318019
262,E30000183,E07000035,0.0036959117529993747
263,E30000183,E07000134,0.069596861318019
264,E30000183,E07000193,0.15926536646386535
265,E30000183,E07000134,0.069596861318019
266,E30000183,E07000193,0.15926536646386535
267,E30000183,E07000132,0.004378233922783874
268,E30000183,E07000035,0.0036959117529993747
269,E30000183,E07000035,0.0036959117529993747
270,E30000183,E07000132,0.004378233922783874
271,E30000184,E07000200,0.10816554809843401
272,E30000184,E07000200,0.10816554809843401
273,E30000184,E07000204,0.17746085011185683
274,E30000184,E07000200,0.10816554809843401
275,E30000184,E07000203,0.047706935123042506
276,E30000184,E07000203,0.047706935123042506
277,E30000184,E07000203,0.047706935123042506
278,E30000184,E07000204,0.17746085011185683
279,E30000184,E07000204,0.17746085011185683
280,E30000185,E07000035,0.04468349193214729
281,E30000185,E07000035,0.04468349193214729
282,E30000185,E07000037,0.2588608467797545
283,E30000185,E07000035,0.04468349193214729
284,E30000185,E07000037,0.2588608467797545
285,E30000185,E07000035,0.04468349193214729
286,E30000185,E07000035,0.04468349193214729
287,E30000185,E07000037,0.2588608467797545
288,E30000186,E07000204,0.01990108107051395
289,E30000186,E07000008,0.11229057924266417
290,E30000186,E07000012,0.14247453717279535
291,E30000186,E07000009,0.05362344339530428
292,E30000186,E07000012,0.14247453717279535
293,E30000186,E07000077,0.047250405645807673
294,E30000186,E07000077,0.047250405645807673
295,E30000186,E07000072,0.004496314976638711
296,E30000186,E07000099,0.01730103806228374
297,E30000186,E07000072,0.004496314976638711
298,E30000186,E07000099,0.01730103806228374
299,E30000186,E07000072,0.004496314976638711
300,E30000186,E07000242,0.10984692979883878
301,E30000186,E07000204,0.01990108107051395
302,E30000186,E07000242,0.10984692979883878
303,E30000186,E07000242,0.10984692979883878
304,E30000186,E07000099,0.01730103806228374
305,E30000186,E07000204,0.01990108107051395
306,E30000187,E07000113,0.15489964580873672
307,E30000187,E07000113,0.15489964580873672
308,E30000187,E07000106,0.6902007083825266
309,E30000188,E07000070,0.22640017255014738
310,E30000188,E07000068,0.10820332159033719
311,E30000188,E07000074,0.09447120569415486
312,E30000188,E07000077,0.0398662736357754
313,E30000188,E07000070,0.22640017255014738
314,E30000188,E07000068,0.10820332159033719
315,E30000188,E07000072,0.020706017686390108
316,E30000188,E07000072,0.020706017686390108
317,E30000188,E07000072,0.020706017686390108
318,E30000188,E07000074,0.09447120569415486
319,E30000188,E07000077,0.0398662736357754
320,E30000189,E07000238,0.01099545521184577
321,E30000189,E07000078,0.4148218736255681
322,E30000189,E07000235,0.008283242926257147
323,E30000189,E07000238,0.01099545521184577
324,E30000189,E07000083,0.1684503738454772
325,E30000189,E07000235,0.008283242926257147
326,E30000189,E07000083,0.1684503738454772
327,E30000189,E07000238,0.01099545521184577
328,E30000189,E07000238,0.01099545521184577
329,E30000189,E07000083,0.1684503738454772
330,E30000189,E07000235,0.008283242926257147
331,E30000189,E07000238,0.01099545521184577
332,E30000190,E07000035,0.11048195944166447
333,E30000190,E07000035,0.11048195944166447
334,E30000190,E07000035,0.11048195944166447
335,E30000190,E07000033,0.06689491703976824
336,E30000190,E07000033,0.06689491703976824
337,E30000190,E07000034,0.24690545167237293
338,E30000190,E07000035,0.11048195944166447
339,E30000190,E07000035,0.11048195944166447
340,E30000190,E07000033,0.06689491703976824
341,E30000191,E07000225,0.1714740948299544
342,E30000191,E07000090,0.0027471018075929895
343,E30000191,E07000225,0.1714740948299544
344,E30000191,E07000225,0.1714740948299544
345,E30000191,E07000225,0.1714740948299544
346,E30000191,E07000090,0.0027471018075929895
347,E30000191,E07000224,0.15430470853249822
348,E30000191,E07000224,0.15430470853249822
349,E30000193,E07000200,0.05282755410751687
350,E30000193,E07000074,0.005003490807540144
351,E30000193,E07000071,0.8315103560623691
352,E30000193,E07000200,0.05282755410751687
353,E30000193,E07000200,0.05282755410751687
354,E30000193,E07000074,0.005003490807540144
355,E30000194,E07000152,0.03231939163498099
356,E30000194,E07000152,0.03231939163498099
357,E30000194,E07000152,0.03231939163498099
358,E30000194,E07000150,0.903041825095057
359,E30000195,E07000218,0.0412860310421286
360,E30000195,E08000029,0.01649667405764967
361,E30000195,E07000219,0.1421729490022173
362,E30000195,E08000029,0.01649667405764967
363,E30000195,E07000132,0.007450110864745011
364,E30000195,E07000222,0.0072283813747228386
365,E30000195,E07000218,0.0412860310421286
366,E30000195,E07000222,0.0072283813747228386
367,E30000195,E07000151,0.011175166297117517
368,E30000195,E07000220,0.13906873614190687
369,E30000195,E07000220,0.13906873614190687
370,E30000195,E07000132,0.007450110864745011
371,E30000195,E07000151,0.011175166297117517
372,E30000195,E07000151,0.011175166297117517
373,E30000195,E07000132,0.007450110864745011
374,E30000195,E08000026,0.39379157427937916
375,E30000196,E07000225,0.006206753867727179
376,E30000196,E07000065,0.00912622698328774
377,E30000196,E07000210,0.08213604284958967
378,E30000196,E07000211,0.10404358520493781
379,E30000196,E07000063,0.0012183627962575572
380,E30000196,E07000215,0.05482632583159008
381,E30000196,E07000225,0.006206753867727179
382,E30000196,E07000063,0.0012183627962575572
383,E30000196,E07000065,0.00912622698328774
384,E30000196,E07000065,0.00912622698328774
385,E30000196,E07000111,0.0008965311142272592
386,E30000196,E07000210,0.08213604284958967
387,E30000196,E07000228,0.13431875129307372
388,E30000196,E07000215,0.05482632583159008
389,E30000196,E07000228,0.13431875129307372
390,E30000196,E07000111,0.0008965311142272592
391,E30000196,E07000226,0.09953794165651364
392,E30000196,E07000111,0.0008965311142272592
393,E30000196,E07000065,0.00912622698328774
394,E30000196,E07000063,0.0012183627962575572
395,E30000196,E07000211,0.10404358520493781
396,E30000196,E07000225,0.006206753867727179
397,E30000196,E07000225,0.006206753867727179
398,E30000196,E07000210,0.08213604284958967
399,E30000197,E06000050,0.09241245136186771
400,E30000197,E06000050,0.09241245136186771
401,E30000197,E06000050,0.09241245136186771
402,E30000197,E06000049,0.21011673151750973
403,E30000197,E06000050,0.09241245136186771
404,E30000197,E06000049,0.21011673151750973
405,E30000197,E06000049,0.21011673151750973
406,E30000198,E07000147,0.25
407,E30000198,E07000147,0.25
408,E30000198,E07000147,0.25
409,E30000198,E07000147,0.25
410,E30000199,E06000047,0.02994221677464542
411,E30000199,E06000047,0.02994221677464542
412,E30000199,E06000005,0.7098581684468569
413,E30000199,E07000166,0.07021537383995798
414,E30000199,E07000166,0.07021537383995798
415,E30000199,E06000047,0.02994221677464542
416,E30000199,E06000047,0.02994221677464542
417,E30000199,E06000047,0.02994221677464542
418,E30000200,E07000134,0.014796961283827074
419,E30000200,E07000134,0.014796961283827074
420,E30000200,E07000134,0.014796961283827074
421,E30000200,E07000036,0.020959819385544743
422,E30000200,E07000035,0.027976935045916345
423,E30000200,E07000035,0.027976935045916345
424,E30000200,E07000193,0.0022271714922048997
425,E30000200,E07000193,0.0022271714922048997
426,E30000200,E07000134,0.014796961283827074
427,E30000200,E06000015,0.36299844403087533
428,E30000200,E07000032,0.09704976050279158
429,E30000200,E07000035,0.027976935045916345
430,E30000200,E07000032,0.09704976050279158
431,E30000200,E07000035,0.027976935045916345
432,E30000200,E07000036,0.020959819385544743
433,E30000200,E07000035,0.027976935045916345
434,E30000200,E07000039,0.04908930042407786
435,E30000200,E07000193,0.0022271714922048997
436,E30000200,E07000032,0.09704976050279158
437,E30000200,E07000039,0.04908930042407786
438,E30000201,E08000017,1.0
439,E30000202,E07000239,0.002745792736935341
440,E30000202,E08000027,0.27936226749335696
441,E30000202,E08000027,0.27936226749335696
442,E30000202,E08000028,0.20097431355181578
443,E30000202,E08000028,0.20097431355181578
444,E30000202,E07000196,0.011278417478594626
445,E30000202,E07000196,0.011278417478594626
446,E30000202,E07000239,0.002745792736935341
447,E30000202,E07000196,0.011278417478594626
448,E30000203,E06000047,0.2
449,E30000203,E06000047,0.2
450,E30000203,E06000047,0.2
451,E30000203,E06000047,0.2
452,E30000203,E06000047,0.2
453,E30000204,E07000063,0.0918387741505663
454,E30000204,E07000065,0.14836775483011325
455,E30000204,E07000065,0.14836775483011325
456,E30000204,E07000061,0.1310126582278481
457,E30000204,E07000065,0.14836775483011325
458,E30000204,E07000063,0.0918387741505663
459,E30000204,E07000065,0.14836775483011325
460,E30000204,E07000063,0.0918387741505663
461,E30000205,E07000083,0.006093011688634668
462,E30000205,E07000238,0.1963441929868192
463,E30000205,E07000083,0.006093011688634668
464,E30000205,E07000238,0.1963441929868192
465,E30000205,E07000083,0.006093011688634668
466,E30000205,E07000238,0.1963441929868192
467,E30000205,E07000238,0.1963441929868192
468,E30000205,E07000238,0.1963441929868192
469,E30000206,E07000041,0.13958516857531833
470,E30000206,E07000040,0.12922773017271297
471,E30000206,E07000042,0.09417794506286538
472,E30000206,E07000044,0.003870692186540669
473,E30000206,E07000042,0.09417794506286538
474,E30000206,E07000044,0.003870692186540669
475,E30000206,E07000047,0.02901684418461867
476,E30000206,E07000047,0.02901684418461867
477,E30000206,E07000047,0.02901684418461867
478,E30000206,E07000040,0.12922773017271297
479,E30000206,E07000044,0.003870692186540669
480,E30000206,E07000045,0.14102666773444383
481,E30000206,E07000044,0.003870692186540669
482,E30000206,E07000047,0.02901684418461867
483,E30000206,E07000045,0.14102666773444383
484,E30000208,E07000112,1.0
485,E30000209,E07000080,0.04153319941364895
486,E30000209,E07000080,0.04153319941364895
487,E30000209,E07000081,0.2810141701503882
488,E30000209,E07000082,0.20028231717248493
489,E30000209,E07000083,0.06460719908789836
490,E30000209,E07000083,0.06460719908789836
491,E30000209,E07000082,0.20028231717248493
492,E30000209,E07000080,0.04153319941364895
493,E30000209,E07000083,0.06460719908789836
494,E30000210,E07000149,0.03367875647668394
495,E30000210,E07000149,0.03367875647668394
496,E30000210,E07000147,0.018134715025906734
497,E30000210,E07000147,0.018134715025906734
498,E30000210,E07000149,0.03367875647668394
499,E30000210,E07000147,0.018134715025906734
500,E30000210,E07000145,0.8264248704663213
501,E30000210,E07000147,0.018134715025906734
502,E30000211,E06000013,0.03274282223579719
503,E30000211,E06000013,0.03274282223579719
504,E30000211,E07000142,0.07269395235186317
505,E30000211,E07000142,0.07269395235186317
506,E30000211,E07000142,0.07269395235186317
507,E30000211,E06000012,0.7164324984728161
508,E30000212,E07000085,0.04385686305648192
509,E30000212,E07000085,0.04385686305648192
510,E30000212,E07000092,0.08803133767402467
511,E30000212,E06000036,0.004102482663702292
512,E30000212,E07000085,0.04385686305648192
513,E30000212,E07000210,0.008654915038907416
514,E30000212,E07000207,0.03168175321581706
515,E30000212,E07000212,0.012042771690222857
516,E30000212,E07000225,0.008257900587581388
517,E30000212,E07000225,0.008257900587581388
518,E30000212,E07000225,0.008257900587581388
519,E30000212,E07000085,0.04385686305648192
520,E30000212,E07000089,0.008469641628288603
521,E30000212,E07000089,0.008469641628288603
522,E30000212,E07000210,0.008654915038907416
523,E30000212,E07000216,0.15920279498173734
524,E30000212,E07000210,0.008654915038907416
525,E30000212,E07000089,0.008469641628288603
526,E30000212,E07000209,0.17812715049494468
527,E30000212,E07000214,0.10549997353236991
528,E30000212,E07000217,0.11365200359959769
529,E30000212,E07000212,0.012042771690222857
530,E30000212,E07000207,0.03168175321581706
531,E30000212,E07000225,0.008257900587581388
532,E30000212,E06000036,0.004102482663702292
533,E30000214,E08000035,0.03519626321396378
534,E30000214,E07000165,0.2864049823813816
535,E30000214,E07000165,0.2864049823813816
536,E30000214,E07000165,0.2864049823813816
537,E30000214,E08000035,0.03519626321396378
538,E30000214,E08000035,0.03519626321396378
539,E30000214,E08000035,0.03519626321396378
540,E30000215,E06000047,0.03758847937515255
541,E30000215,E06000047,0.03758847937515255
542,E30000215,E06000047,0.03758847937515255
543,E30000215,E06000001,0.8120576031242372
544,E30000215,E06000047,0.03758847937515255
545,E30000215,E06000047,0.03758847937515255
546,E30000216,E06000019,0.3333333333333333
547,E30000216,E06000019,0.3333333333333333
548,E30000216,E06000019,0.3333333333333333
549,E30000218,E07000006,0.039206824473193604
550,E30000218,E06000040,0.00985820010168917
551,E30000218,E07000007,0.21631546240325406
552,E30000218,E07000005,0.11897632902095927
553,E30000218,E07000179,0.011609513586803006
554,E30000218,E07000004,0.13047285464098074
555,E30000218,E06000040,0.00985820010168917
556,E30000218,E07000004,0.13047285464098074
557,E30000218,E07000004,0.13047285464098074
558,E30000218,E07000179,0.011609513586803006
559,E30000218,E07000006,0.039206824473193604
560,E30000218,E07000179,0.011609513586803006
561,E30000218,E07000004,0.13047285464098074
562,E30000218,E06000040,0.00985820010168917
563,E30000219,E08000034,0.3333333333333333
564,E30000219,E08000034,0.3333333333333333
565,E30000219,E08000034,0.3333333333333333
566,E30000220,E06000011,0.2577398765857147
567,E30000220,E06000011,0.2577398765857147
568,E30000220,E06000011,0.2577398765857147
569,E30000220,E06000010,0.226780370242856
570,E30000221,E07000010,0.016809539772999378
571,E30000221,E07000012,0.010966907715147743
572,E30000221,E07000012,0.010966907715147743
573,E30000221,E07000011,0.4638187826253532
574,E30000221,E07000010,0.016809539772999378
575,E30000221,E07000011,0.4638187826253532
576,E30000221,E07000010,0.016809539772999378
577,E30000222,E07000203,0.09701604438446544
578,E30000222,E07000203,0.09701604438446544
579,E30000222,E07000203,0.09701604438446544
580,E30000222,E07000200,0.058869395711500974
581,E30000222,E07000205,0.19397210976158344
582,E30000222,E07000202,0.14439946018893388
583,E30000222,E07000205,0.19397210976158344
584,E30000222,E07000200,0.058869395711500974
585,E30000222,E07000200,0.058869395711500974
586,E30000223,E07000031,0.5
587,E30000223,E07000031,0.5
588,E30000224,E07000153,0.19440702969661985
589,E30000224,E07000156,0.18914758514527613
590,E30000224,E06000055,0.004361490603553332
591,E30000224,E07000152,0.13777179141812584
592,E30000224,E06000055,0.004361490603553332
593,E30000224,E07000152,0.13777179141812584
594,E30000224,E07000152,0.13777179141812584
595,E30000224,E07000153,0.19440702969661985
596,E30000225,E07000146,0.2476605436450958
597,E30000225,E07000146,0.2476605436450958
598,E30000225,E07000147,0.03762935089369708
599,E30000225,E07000146,0.2476605436450958
600,E30000225,E07000147,0.03762935089369708
601,E30000225,E07000143,0.03550032182997475
